period,year,month,entity_scope,entity_id,metric_id,value_percent,comparability_class,coverage_status,metric_definition,source_artifact,source_url,extracted_at,notes
2025-04,2025,4,network,Gesamtnetz,punctuality_p3,93.33,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2025-04,2025,4,network,Gesamtnetz,reliability_zg,91.98,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2025-04,2025,4,network,Gesamtnetz,punctuality_p0,67.56,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2025-05,2025,5,network,Gesamtnetz,punctuality_p3,92.49,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2025-05,2025,5,network,Gesamtnetz,reliability_zg,94.42,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2025-05,2025,5,network,Gesamtnetz,punctuality_p0,66.69,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2025-06,2025,6,network,Gesamtnetz,punctuality_p3,91.92,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2025-06,2025,6,network,Gesamtnetz,reliability_zg,92.14,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2025-06,2025,6,network,Gesamtnetz,punctuality_p0,67.48,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2025-07,2025,7,network,Gesamtnetz,punctuality_p3,91.44,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2025-07,2025,7,network,Gesamtnetz,reliability_zg,93.17,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2025-07,2025,7,network,Gesamtnetz,punctuality_p0,65.39,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2025-08,2025,8,network,Gesamtnetz,punctuality_p3,93.15,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2025-08,2025,8,network,Gesamtnetz,reliability_zg,94.11,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2025-08,2025,8,network,Gesamtnetz,punctuality_p0,70.34,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2025-09,2025,9,network,Gesamtnetz,punctuality_p3,92.66,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2025-09,2025,9,network,Gesamtnetz,reliability_zg,93.09,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2025-09,2025,9,network,Gesamtnetz,punctuality_p0,67.80,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2025-10,2025,10,network,Gesamtnetz,punctuality_p3,92.86,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2025-10,2025,10,network,Gesamtnetz,reliability_zg,94.57,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2025-10,2025,10,network,Gesamtnetz,punctuality_p0,67.71,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2025-11,2025,11,network,Gesamtnetz,punctuality_p3,93.23,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2025-11,2025,11,network,Gesamtnetz,reliability_zg,95.00,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2025-11,2025,11,network,Gesamtnetz,punctuality_p0,67.83,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2025-12,2025,12,network,Gesamtnetz,punctuality_p3,93.88,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2025-12,2025,12,network,Gesamtnetz,reliability_zg,94.94,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2025-12,2025,12,network,Gesamtnetz,punctuality_p0,72.87,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2026-01,2026,1,network,Gesamtnetz,punctuality_p3,92.53,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2026-01,2026,1,network,Gesamtnetz,reliability_zg,91.97,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2026-01,2026,1,network,Gesamtnetz,punctuality_p0,68.20,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2026-02,2026,2,network,Gesamtnetz,punctuality_p3,92.73,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2026-02,2026,2,network,Gesamtnetz,reliability_zg,94.36,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2026-02,2026,2,network,Gesamtnetz,punctuality_p0,69.45,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2026-03,2026,3,network,Gesamtnetz,punctuality_p3,95.40,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2026-03,2026,3,network,Gesamtnetz,reliability_zg,96.40,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2026-03,2026,3,network,Gesamtnetz,punctuality_p0,76.81,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2026-04,2026,4,network,Gesamtnetz,punctuality_p3,95.48,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2026-04,2026,4,network,Gesamtnetz,reliability_zg,96.62,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2026-04,2026,4,network,Gesamtnetz,punctuality_p0,75.87,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
2026-05,2026,5,network,Gesamtnetz,punctuality_p3,94.55,primary_headline,observed,Share of arrivals no more than 3:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 3:59 minutes late."
2026-05,2026,5,network,Gesamtnetz,reliability_zg,95.60,primary_headline,observed,Delivered train-km divided by scheduled train-km on the day-current timetable.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network reliability, delivered train-km over scheduled train-km."
2026-05,2026,5,network,Gesamtnetz,punctuality_p0,73.32,sensitivity,observed,Share of arrivals no more than 0:59 minutes late.,VBB Berlin S-Bahn quality tool,https://unternehmen.vbb.de/qualitaet-im-oepnv/qualitaet-berliner-s-bahn/,2026-07-09T20:59:23+00:00,"Network punctuality, arrivals no more than 0:59 minutes late."
